Document;TfIdfWords
00564;{'CYSTIC': 0.0014641030847902597, 'FIBROSIS': 0.0014328481806056515, 'MEANS': 0.035903314942963976, 'ANALYSIS': 0.06374206335949754, 'SERA': 0.062187428057121755, 'SERUM': 0.07397422430450905, 'TISSUE': 0.07045941606778496, 'DETERMINED': 0.03253457873198902, 'NORMAL': 0.03874427010180725, 'ACTIVITY': 0.021657864014187445, 'FOUND': 0.016508091756756417, 'INDIVIDUALS': 0.09373466382087525, 'COULD': 0.05089588889782736, 'ALSO': 0.020327775524565578, 'CELLS': 0.025909052570099823, 'EXAMINED': 0.058336945362143164, 'SURFACE': 0.04271558686392408, 'CELL': 0.026892979207226993, 'FACTOR': 0.028435606372273832, 'TREATED': 0.06576365843073592, 'ADDITIONAL': 0.03909978241465043, 'WELL': 0.026195191415682207, 'ASSOCIATION': 0.0837843299022099, 'FEATURES': 0.04360495028251892, 'SEVERAL': 0.028918774282715377, 'TISSUES': 0.14433035445116224, 'DETECTABLE': 0.05041722220347903, 'TREATMENT': 0.02302290482646904, 'OBSERVED': 0.04693481708879806, 'CHARACTERISTIC': 0.03879534936811583, 'LITTLE': 0.03821041899605558, 'HOMOZYGOUS': 0.13081485084755676, 'EXPERIMENTS': 0.13223350466151662, 'EITHER': 0.06188913871640752, 'INHIBITION': 0.04076124612543892, 'KNOWN': 0.03139814707509549, 'INCLUDING': 0.0708994744521445, 'DIFFERENCE': 0.026689099888691475, 'STUDIES': 0.024747800361927745, 'FRACTIONS': 0.08459249977267377, 'EXCESSIVE': 0.045630745358007305, 'WATER': 0.03941279215872484, 'PART': 0.03821041899605558, 'CARRIED': 0.04150226139764639, 'SAMPLES': 0.03171115681916989, 'CLOSE': 0.04959380029065989, 'ELECTRON': 0.04882721282969377, 'FINE': 0.06670985630118377, 'MUCUS': 0.10317220568473927, 'ALTERED': 0.044077834887172214, 'STIMULATED': 0.04457174336018148, 'APPARENT': 0.03909978241465043, 'RESPONSIBLE': 0.03879534936811583, 'TIMES': 0.041125577490138815, 'EXPOSURE': 0.04959380029065989, 'PARALLEL': 0.052273378699736424, 'CILIARY': 0.03567421175182247, 'ALTERATION': 0.046801417754205384, 'PRODUCTION': 0.039734875901760974, 'COMPARABLE': 0.04150226139764639, 'HETEROZYGOUS': 0.1616339312433299, 'SEA': 0.0610340160371172, 'STRUCTURE': 0.09360283550841077, 'PARTIALLY': 0.04882721282969377, 'INVOLVING': 0.04360495028251892, 'FRACTION': 0.04150226139764639, 'SCANNING': 0.05333238069756226, 'TRANSMISSION': 0.059008220961628825, 'GOBLET': 0.04743651124131592, 'SWELLING': 0.059008220961628825, 'SHORTER': 0.06670985630118377, 'ENLARGED': 0.05729543563021484, 'OYSTER': 0.10083444440695806, 'GILL': 0.2360328838465153, 'CILIA': 0.09360283550841077, 'ULTRASTRUCTURAL': 0.059008220961628825, 'FILAMENT': 0.06670985630118377, 'ALONG': 0.05581175348994236, 'OVERALL': 0.052273378699736424, 'DISPLAYED': 0.05729543563021484, 'SEM': 0.1831020481113516, 'MICROSCOPIC': 0.0610340160371172, 'SECTIONS': 0.059008220961628825, 'TEM': 0.28486009667620904, 'TOPOLOGICALLY': 0.06670985630118377, 'ULTRATHIN': 0.07121502416905226, 'RESPONSIVE': 0.14243004833810452, 'EXUDED': 0.07121502416905226, 'TWISTED': 0.07121502416905226, 'MATTED': 0.07121502416905226}
00565;{'CYSTIC': 0.007751133978301374, 'FIBROSIS': 0.007585666838500508, 'PATIENTS': 0.007817888138750947, 'NUMBER': 0.0381123507243794, 'CONCENTRATIONS': 0.03505883065411109, 'SERUM': 0.09790706157949726, 'PROTEINS': 0.1043279792436834, 'DEMONSTRATED': 0.08311274225760569, 'COMPARED': 0.0298136108903062, 'IGG': 0.39038937904192794, 'NORMAL': 0.017093060339032608, 'LOW': 0.1889632251927495, 'HETEROZYGOTES': 0.036579100572549844, 'INDIVIDUALS': 0.082707056312537, 'COULD': 0.03368110294709164, 'INCREASED': 0.027520452042942088, 'DERIVED': 0.048144969989493434, 'PRESENCE': 0.03795162909890601, 'BINDING': 0.160445446454776, 'NON': 0.04662755475074004, 'TECHNIQUES': 0.0521639896218417, 'PRESENT': 0.0576716411550585, 'SPECIFIC': 0.036579100572549844, 'COMBINED': 0.05967613114781215, 'DECREASED': 0.041970648731254265, 'INHIBITOR': 0.053481815484925324, 'PLASMA': 0.03843916155944866, 'POLYACRYLAMIDE': 0.05771243419745151, 'CONFIRMED': 0.051346785928388594, 'CHLORIDE': 0.04306047185116194, 'EMPLOYED': 0.054430911384007255, 'COMPARISON': 0.04751909330686409, 'PURIFIED': 0.054430911384007255, 'GEL': 0.15404035778516578, 'FILTRATION': 0.06563885332587338, 'FRACTIONS': 0.22392132292766587, 'HOWEVER': 0.03356202632602371, 'CARRIED': 0.05492946361453198, 'MEDIA': 0.24459178685930638, 'ELECTROPHORESIS': 0.11422422149724848, 'CULTURED': 0.04846818920594602, 'HOMOZYGOTES': 0.04662755475074004, 'NORMALS': 0.055445512435285955, 'PREVIOUS': 0.04782870226565574, 'PREPARATIONS': 0.055445512435285955, 'BOUND': 0.06672867644578107, 'FIBROBLASTS': 0.04019193387217099, 'DEGREE': 0.04691876985803681, 'CHARACTERIZATION': 0.06918535416141586, 'WEIGHT': 0.20284514220007097, 'COMPONENTS': 0.05057261337713239, 'CILIARY': 0.04721586849505915, 'SUGGESTS': 0.051346785928388594, 'ESTIMATIONS': 0.0882924568692138, 'PROVIDED': 0.05967613114781215, 'MOLECULES': 0.06563885332587338, 'MOLECULAR': 0.2587485600969514, 'PARTIALLY': 0.06462425227459469, 'CONTAINING': 0.22392132292766587, 'FRACTION': 0.16478839084359595, 'DISSOCIATED': 0.07809911597862638, 'GENOTYPES': 0.05833831088008087, 'BIND': 0.07386849726610019, 'NATIVE': 0.24234094602973008, 'ESTIMATE': 0.07386849726610019, 'CFCI': 0.7063396549537104, 'GUANIDINIUM': 0.09425517904727505, 'COVALENTLY': 0.0882924568692138}
00566;{'CYSTIC': 0.004392309254370778, 'FIBROSIS': 0.004298544541816955, 'CLINICAL': 0.058513060835239335, 'VALUE': 0.10317220568473927, 'CELL': 0.16135787524336195, 'DESCRIBED': 0.09328114208568264, 'ALTHOUGH': 0.08037171578485017, 'DISCUSSED': 0.08006729966607443, 'REVIEWED': 0.12450678419293915, 'SYNDROME': 0.10770994482889193, 'ABNORMALITIES': 0.19122619007849262, 'SPECIFIC': 0.08291262796444632, 'FAR': 0.14040425326261613, 'THUS': 0.09609972168661807, 'OBSERVATIONS': 0.1044069147407509, 'KNOWN': 0.09419444122528645, 'FUNCTION': 0.07373834091842983, 'CHARACTERISTICS': 0.12945411769688162, 'CULTURE': 0.2005436529035032, 'DIVERSE': 0.17702466288488647, 'NUMEROUS': 0.1539197568662216, 'CELLULAR': 0.12567649485331484, 'GENE': 0.19729097529220774, 'GENOTYPE': 0.16350915928128099, 'RESEARCH': 0.1106103240618796, 'NONE': 0.11638604810434748, 'LEARN': 0.1831020481113516, 'RELEVANCE': 0.17188630689064452, 'INFLUENCES': 0.17188630689064452, 'EMPHASIZING': 0.2001295689035513}
00567;{'CYSTIC': 0.0012549455012487941, 'FIBROSIS': 0.001228155583376273, 'MEANS': 0.06154853990222397, 'ANALYSIS': 0.05463605430814076, 'CONCENTRATIONS': 0.0227047665188529, 'DEMONSTRATED': 0.026912697492938988, 'COMPARED': 0.057923586872594905, 'PHASE': 0.10575148497464266, 'NORMAL': 0.02213958291531843, 'VALUES': 0.044906042426883785, 'HETEROZYGOTES': 0.023689322275556094, 'FOUND': 0.028299585868725288, 'COULD': 0.021812523813354585, 'STUDY': 0.03544290172790489, 'ALSO': 0.017423807592484783, 'WITHIN': 0.05330350976324722, 'DERIVED': 0.031179599612243373, 'CELLS': 0.15545431542059893, 'PRESENTED': 0.029477773052782652, 'SURFACE': 0.14645344067631114, 'CELL': 0.023051125034765994, 'SIGNIFICANT': 0.017423807592484783, 'HIGHER': 0.022288813533113266, 'EXAMINATIONS': 0.04911037339732701, 'NON': 0.03019689260047927, 'ALTHOUGH': 0.022963347367100047, 'MADE': 0.028184425041743965, 'SIMILAR': 0.021890269628965644, 'GENERALLY': 0.034635842409284974, 'OBSERVED': 0.08045968643793953, 'HOMOZYGOUS': 0.037375671670730505, 'DIFFERENCES': 0.0668664405993398, 'LESS': 0.04558036484690124, 'SEEN': 0.02803444068966645, 'HOWEVER': 0.02173540752542488, 'CONSISTENT': 0.031821897524581776, 'SAMPLES': 0.027180991559288478, 'CALCIUM': 0.03405846505865227, 'ELECTRON': 0.04185189671116609, 'MICROSCOPY': 0.046716902651794574, 'NUMEROUS': 0.04397707339034904, 'HOMOZYGOTES': 0.03019689260047927, 'GROWTH': 0.02913760083752475, 'COMPOSITION': 0.03325315660124214, 'DETAIL': 0.04571346916933908, 'PLATEAU': 0.05231487088895761, 'ATTEMPT': 0.0377810013318619, 'FIBROBLASTS': 0.07808718580878934, 'MANIFESTATIONS': 0.032999173295697744, 'RECOGNIZABLE': 0.05717987682958609, 'REPRESENTATIVE': 0.05231487088895761, 'GRANULES': 0.05231487088895761, 'REVEALED': 0.032999173295697744, 'COMPONENTS': 0.03275178771090479, 'QUANTITATE': 0.05717987682958609, 'DISTINCT': 0.043214761888696315, 'HIGHLY': 0.0782241348994411, 'NOTED': 0.0316029497319656, 'INTEREST': 0.03820435145158412, 'INCLUDED': 0.037375671670730505, 'POPULATIONS': 0.082474488257807, 'HETEROZYGOUS': 0.034635842409284974, 'RAY': 0.043214761888696315, 'INVOLVING': 0.037375671670730505, 'EXPONENTIAL': 0.05057847510996757, 'SULFUR': 0.05717987682958609, 'PEAK': 0.03911206744972055, 'SCANNING': 0.04571346916933908, 'STAGES': 0.046716902651794574, 'GENOTYPES': 0.18890500665930948, 'ELEMENTAL': 0.054440047568140554, 'SLIGHT': 0.046716902651794574, 'METACHROMATIC': 0.046716902651794574, 'ELEMENTS': 0.10115695021993514, 'NOTABLE': 0.05717987682958609, 'STRUCTURES': 0.046716902651794574, 'DETAILS': 0.09822074679465402, 'BLEBS': 0.054440047568140554, 'SEM': 0.10462974177791522, 'MICROFILAMENTS': 0.05717987682958609, 'ENERGY': 0.046716902651794574, 'COMPLICATED': 0.04571346916933908, 'LAG': 0.054440047568140554, 'TOPOLOGICALLY': 0.05717987682958609, 'ULTRASTRUCTURALLY': 0.11435975365917218, 'MICROCHEMICALLY': 0.061041449287759085, 'TOPOLOGICAL': 0.061041449287759085, 'SURVEYED': 0.18312434786327722, 'FLATTENED': 0.061041449287759085, 'FUSIFORM': 0.05717987682958609, 'DEVOID': 0.061041449287759085, 'DIVIDING': 0.061041449287759085, 'SPHERICAL': 0.061041449287759085, 'CONFIGURATION': 0.061041449287759085, 'RIDGES': 0.061041449287759085, 'MICROVILLI': 0.05717987682958609, 'CYTOLOGICAL': 0.061041449287759085, 'INFOLDED': 0.061041449287759085, 'NUCLEI': 0.061041449287759085, 'ORGANELLE': 0.054440047568140554, 'BUNDLES': 0.061041449287759085, 'CYTOPLASM': 0.061041449287759085, 'MICROCHEMICAL': 0.061041449287759085, 'DISPERSIVE': 0.05717987682958609, 'INTENSITIES': 0.061041449287759085}
00568;{'CYSTIC': 0.006176684888958908, 'FIBROSIS': 0.0060448282619300926, 'PATIENTS': 0.016613012294845762, 'ELEVATED': 0.04393812366603528, 'DISEASE': 0.018038505728031295, 'USED': 0.03516357956023487, 'YEARS': 0.033215087708657415, 'STUDY': 0.029074255323671975, 'SMALL': 0.042507386267199486, 'CONTENT': 0.0972973534128242, 'CELLS': 0.10930381553010862, 'PERIPHERAL': 0.06496969338450326, 'BLOOD': 0.0393364355797512, 'CELL': 0.03781825201016296, 'SECRETIONS': 0.04780387637406404, 'OBTAINED': 0.03697345167781489, 'DISCUSSED': 0.037531546718472385, 'REVIEWED': 0.05836255509044023, 'EFFECTS': 0.040667026335068496, 'INHERITED': 0.0554242389732068, 'TISSUES': 0.0676548536489823, 'CHARACTERIZED': 0.060068794027393235, 'PLASMA': 0.040841609156914205, 'STUDIES': 0.03480159425896089, 'CULTURE': 0.04700241864925857, 'MEDIUM': 0.05455596004891288, 'ENZYME': 0.04101816470775691, 'FOLLOWING': 0.05184858940400606, 'FACTORS': 0.04437217935520833, 'DISORDER': 0.052575464648301255, 'MUCUS': 0.04836197141472153, 'MEMBRANE': 0.049851192974164106, 'CULTURED': 0.10299490206263529, 'GROWTH': 0.04780387637406404, 'CELLULAR': 0.11782171392498265, 'COMPOSITION': 0.10911192009782576, 'TRANSPORT': 0.04753213039419109, 'LAST': 0.06866326804175686, 'PROPERTIES': 0.05498406902060217, 'ERYTHROCYTE': 0.07089921872364238, 'ION': 0.05783284334550771, 'MEMBRANES': 0.0676548536489823, 'COMMON': 0.043308843992004964, 'FLUIDS': 0.061319461334792234, 'IONS': 0.07214988603104139, 'EXOCRINE': 0.0467441483062709, 'INCREASINGLY': 0.08931570304148059, 'METACHROMASIA': 0.06581449371685132, 'INVESTIGATIONS': 0.061319461334792234, 'CILIARY': 0.05016686027600035, 'PRODUCTION': 0.11175433847370274, 'ABNORMALLY': 0.06670759393310051, 'MOLECULES': 0.06974128165874047, 'KINETICS': 0.07089921872364238, 'RNA': 0.07499866035594692, 'METHYLATION': 0.08298031072729053, 'LYSOSOMAL': 0.06866326804175686, 'ORGANIC': 0.07214988603104139, 'BIOLOGICAL': 0.07664491841310046, 'INHIBITORS': 0.07664491841310046, 'VISCOUS': 0.08582908505219607, 'MORPHOLOGY': 0.07848527834523145, 'ULTRASTRUCTURE': 0.08931570304148059, 'INORGANIC': 0.08298031072729053}
00569;{'CYSTIC': 0.007986016826128688, 'FIBROSIS': 0.007815535530576281, 'PATIENTS': 0.016109587679850438, 'ASSOCIATED': 0.07170608810242889, 'DETECTED': 0.1803251497411853, 'PRODUCED': 0.0966811015256516, 'EXAMINED': 0.07955038003928613, 'CELL': 0.14668897749396542, 'SKIN': 0.07886938440740557, 'SEVERAL': 0.07886938440740557, 'INHIBITOR': 0.22040990624090437, 'LINES': 0.2520036591883763, 'CULTURED': 0.09987384442437361, 'FIBROBLASTS': 0.08281974252447355, 'SOMATIC': 0.16093151171353318, 'GENE': 0.17935543208382523, 'PRIMARY': 0.09491537703704626, 'CILIARY': 0.29187991433309296, 'NUCLEAR': 0.1819359717305012, 'INDICATING': 0.11768556154261965, 'ASSAY': 0.10269476633546487, 'MOUSE': 0.16093151171353318, 'OYSTER': 0.13750151510039735, 'OTHERS': 0.1215593000732222, 'SEGREGATION': 0.17321833317135632, 'EXPRESSION': 0.15221387315438825, 'CODING': 0.19422279318832436, 'HYBRID': 0.3884455863766487, 'CLONAL': 0.19422279318832436, 'HYBRIDS': 0.19422279318832436, 'FUSION': 0.1819359717305012, 'RAG': 0.19422279318832436, 'CLONES': 0.19422279318832436}
00570;{'CYSTIC': 0.013445844656237079, 'FIBROSIS': 0.013158809821888637, 'SYSTEMS': 0.08009072500870822, 'NORMAL': 0.023720981694984027, 'DISEASE': 0.02356049727742863, 'ACTIVITY': 0.0397797502301402, 'TWO': 0.03405668065755937, 'OUTLINED': 0.10010764853955978, 'ALSO': 0.03733673055532453, 'PROTEIN': 0.04829185525265618, 'CELLS': 0.04758805574099967, 'PRESENCE': 0.05266756691276752, 'DISCUSSED': 0.049020795713923114, 'EFFECTS': 0.05311611602947722, 'SEARCH': 0.10010764853955978, 'LEAST': 0.06431133953455553, 'GENETIC': 0.0528906091685265, 'SUGGESTED': 0.060721734096521575, 'REGARDING': 0.08968263580964161, 'DEFICIENCY': 0.11103970290207212, 'LEADING': 0.09423658583646222, 'DEFECT': 0.05428261427110882, 'COMPARISON': 0.06594486418095424, 'ENZYME': 0.053574745740743716, 'FACTORS': 0.05795549956598639, 'UNDERLYING': 0.08485837503282058, 'RECENT': 0.0718159268840518, 'MEMBRANE': 0.19533528675590833, 'ALTERED': 0.16191857713655097, 'TRANSPORT': 0.18624834766703446, 'RESPONSIBLE': 0.14251352829103772, 'METABOLIC': 0.06866999464267919, 'SOMATIC': 0.1083824466642162, 'GENE': 0.12079039303604555, 'INVESTIGATIONS': 0.08009072500870822, 'MUTANT': 0.20502276792223723, 'RESEARCH': 0.06772060656849771, 'PATHWAYS': 0.10251138396111861, 'SYNTHESIS': 0.07359166927159527, 'PREVALENT': 0.09423658583646222, 'MUCOCILIARY': 0.16373293479250337, 'GENOTYPES': 0.24287786570482647, 'CIRCULATING': 0.08596178771180579, 'INTERFERE': 0.10010764853955978, 'ENZYMATIC': 0.10251138396111861, 'THEORIES': 0.12252830749197016, 'INTERFERES': 0.12252830749197016, 'UNDEGRADED': 0.13080310561662659, 'METABOLITES': 0.112103294762052}
00572;{'CYSTIC': 0.0016267812053225106, 'FIBROSIS': 0.0015920535340062795, 'PATIENTS': 0.006563165351050177, 'SERA': 0.10364571342853625, 'ADDITION': 0.11266875352697146, 'IGG': 0.1229003600687551, 'LATTER': 0.047461763182137864, 'ACTIVE': 0.08491204221345684, 'SUBJECTS': 0.02685488482243758, 'LOW': 0.031727158797794974, 'MIXED': 0.05270723471257324, 'ACTIVITY': 0.07219288004729148, 'FOUND': 0.018342324174173797, 'DETECTED': 0.03673290087320441, 'DIFFERENT': 0.02988108800802999, 'ALSO': 0.022586417249517307, 'EVIDENCE': 0.03186062689784702, 'DERIVED': 0.12125399849205754, 'COMPLEMENT': 0.045290273472709905, 'CELL': 0.02988108800802999, 'TRACHEAL': 0.04611362377516265, 'FACTOR': 0.03159511819141537, 'TREATED': 0.03653536579485328, 'SPECIES': 0.054252458699659736, 'FAMILY': 0.039892572158848866, 'BECAME': 0.05808153188859602, 'INCLUDE': 0.041250607902235635, 'INDIRECT': 0.05808153188859602, 'AFFECTED': 0.0746904175770106, 'DEFICIENCY': 0.033586082976552675, 'RABBIT': 0.04794596951736355, 'HUMAN': 0.03298373527075722, 'SINCE': 0.03058674743815281, 'CARRIERS': 0.04015249079092086, 'DEFECT': 0.03283763085536213, 'CULTURE': 0.07427542700129748, 'PURIFIED': 0.045695086100154235, 'SEPARATED': 0.05345568683376379, 'ENZYME': 0.03240941409007953, 'MEDIA': 0.25667039361779065, 'CONTAIN': 0.06055894788195592, 'APPEARS': 0.04183860850704124, 'WHOSE': 0.05133407872355813, 'MEMBRANE': 0.03938859691785806, 'FIBROBLAST': 0.043444202682944924, 'ANTI': 0.059258200775069166, 'ELIMINATED': 0.06556468995736536, 'ADDED': 0.047461763182137864, 'FLUID': 0.04451841721368109, 'EXTENT': 0.04310594374235092, 'LYMPHOCYTE': 0.06055894788195592, 'PRIMARY': 0.03866922768175959, 'WEIGHT': 0.034057949801493397, 'AMNIOTIC': 0.05270723471257324, 'CILIARY': 0.039638013057580516, 'INSTANCES': 0.10850491739931947, 'FIND': 0.05200157528245042, 'CARRIER': 0.09795074419371602, 'DONORS': 0.06201305943326929, 'MOLECULES': 0.05510422254517765, 'FETUSES': 0.07057043203277479, 'PRESUMPTIVE': 0.06556468995736536, 'INDICATES': 0.050098480469768225, 'ANAPHYLATOXIN': 0.06781557337457467, 'BIOASSAY': 0.15400223617067438, 'MOLECULAR': 0.08688840536588985, 'INACTIVE': 0.1482441251137417, 'DYSKINESIA': 0.05345568683376379, 'CDF': 0.26225875982946145, 'CONTAINING': 0.04699583320704098, 'SIMILARLY': 0.05700731735785986, 'FRACTION': 0.0922272475503253, 'LEUKOCYTES': 0.05270723471257324, 'POSTULATE': 0.07057043203277479, 'POLYMORPHONUCLEAR': 0.06781557337457467, 'DEGRANULATION': 0.07057043203277479, 'BEHAVES': 0.07412206255687084, 'LESSER': 0.05808153188859602, 'SUBSTRATES': 0.06201305943326929, 'INDUCES': 0.06366159514468314, 'CYTOCHALASIN': 0.07912780463228028}
00573;{'CYSTIC': 0.0031751633164126113, 'FIBROSIS': 0.003107381596494184, 'PATIENTS': 0.00640501678837427, 'ANALYSIS': 0.034558950014185415, 'SERA': 0.16858037726328187, 'SERUM': 0.040106507153047075, 'PROTEINS': 0.042736762581749826, 'ADDITION': 0.03665128126781, 'CLINICAL': 0.02114929909707446, 'USING': 0.02893998783111124, 'CONTROL': 0.021264593687630493, 'IGG': 0.03997963520308901, 'RESULTS': 0.02114929909707446, 'NORMAL': 0.028007906097691986, 'DISEASE': 0.013909209236072324, 'VALUES': 0.028404424426643357, 'HETEROZYGOTES': 0.08990525923855625, 'FOUND': 0.03580068091826693, 'INDIVIDUALS': 0.0338799989714007, 'PROTEIN': 0.08552894845952361, 'CORRELATION': 0.036242828837982514, 'PRESENCE': 0.031092900948501312, 'FACTOR': 0.1850027402533478, 'DESCRIBED': 0.033716075452656376, 'SEVERITY': 0.03751223264108885, 'ANOTHER': 0.044593999688102334, 'GENERAL': 0.03773743906292201, 'EXISTS': 0.05668197690332866, 'SOLUTION': 0.05294517053822216, 'POLYACRYLAMIDE': 0.04728247620996028, 'GELS': 0.05216759799439599, 'BANDS': 0.16400783126432936, 'GEL': 0.0420672463027762, 'FILTRATION': 0.10755281990745519, 'CHROMATOGRAPHY': 0.10433519598879198, 'DEAE': 0.06051876884451582, 'CELLULOSE': 0.11566058464531574, 'DETECTION': 0.036445324239384694, 'BLAND': 0.07233598876031974, 'INDICATED': 0.03868288021281955, 'ACETATE': 0.06618146317277769, 'ELECTROPHORESIS': 0.0467906449506801, 'CONTAIN': 0.05909969612576422, 'PARTIAL': 0.05216759799439599, 'SERIES': 0.0467906449506801, 'APPROXIMATELY': 0.03970887790366662, 'HOMOZYGOTES': 0.07640177645904393, 'LACK': 0.042397354425524565, 'BASED': 0.03944407179862113, 'AFFINITY': 0.05668197690332866, 'MEMBRANES': 0.05216759799439599, 'COMMONLY': 0.05563364706008011, 'GAMMA': 0.39677383832330054, 'ELECTROPHORETIC': 0.102874361728155, 'WHOLE': 0.03997963520308901, 'CATIONIC': 0.11819939225152844, 'CHARACTERIZATION': 0.05668197690332866, 'ACCOMPLISHED': 0.06618146317277769, 'OBLIGATE': 0.07995927040617802, 'WEIGHT': 0.06647455262460157, 'FREE': 0.04344568426877312, 'SELECTED': 0.049479121472538044, 'APPARENTLY': 0.049479121472538044, 'THIN': 0.05909969612576422, 'AMOUNT': 0.045425239103607774, 'ASSAY': 0.040830449265907724, 'ISOELECTRIC': 0.1403719348520403, 'MOLECULAR': 0.12719206327657367, 'STANDARDIZED': 0.06051876884451582, 'SEPHADEX': 0.05909969612576422, 'FORMS': 0.05074852527564439, 'FOCUSING': 0.1403719348520403, 'SEQUENTIAL': 0.07233598876031974, 'BIOPHYSICAL': 0.06398481791019993, 'EMPLOYS': 0.06886993969463565, 'LAYER': 0.05783029232265787, 'AMICON': 0.06886993969463565, 'ANALYZING': 0.06886993969463565, 'MOBILITY': 0.12103753768903164, 'PURIFICATION': 0.05668197690332866, 'DIAFLO': 0.07722111054475547, 'ULTRAFILTRATION': 0.07233598876031974, 'COMPLEXED': 0.07233598876031974}
00574;{'CYSTIC': 0.004183151670829313, 'FIBROSIS': 0.004093851944587576, 'ANALYSIS': 0.04553004525678396, 'SERA': 0.04441959146937268, 'SERUM': 0.026419365823038943, 'PROTEINS': 0.39412792158724835, 'NORMAL': 0.055348957288296065, 'ACTIVITY': 0.061879611469106977, 'CONTROLS': 0.033742311323080545, 'DETECTED': 0.14168404622521702, 'PROTEIN': 0.03756033186317703, 'DERIVED': 0.05196599935373895, 'IDENTICAL': 0.060423214123338405, 'SEVERAL': 0.04131253468959339, 'METHODS': 0.050963159645460665, 'CHARACTERIZED': 0.061022266948462967, 'EITHER': 0.04420652765457679, 'HUMAN': 0.04240765963383072, 'DEMONSTRATE': 0.05723796498901854, 'INHIBITOR': 0.05772640401547495, 'SINCE': 0.0393258181347679, 'PLASMA': 0.20744944333670706, 'CULTURE': 0.04774848878654838, 'FRACTIONS': 0.24169285649335362, 'MANNER': 0.07084828612951412, 'INHIBITED': 0.05984594993014992, 'MEDIA': 0.33000479179430225, 'CONTAIN': 0.07786150441965761, 'ALPHA': 0.04441959146937268, 'ALBUMIN': 0.055856832020929184, 'IMMUNOCHEMICAL': 0.174382902963192, 'APPEARS': 0.05379249665191017, 'APPROXIMATELY': 0.0523148708889576, 'FIBROBLAST': 0.16757049606278757, 'CULTURED': 0.1046297417779152, 'HOMOZYGOTES': 0.10065630866826422, 'RANGE': 0.04774848878654838, 'IMMUNOGLOBULIN': 0.06776644463045131, 'FIBROBLASTS': 0.08676353978754371, 'IDENTIFIED': 0.12882466406511828, 'IDENTIFICATION': 0.07202460314782717, 'WEIGHT': 0.043788792601920076, 'INHIBITORY': 0.06872874021483916, 'GENOTYPE': 0.07786150441965761, 'PERMIT': 0.0842974585166126, 'CILIARY': 0.152889478936382, 'NONE': 0.11084385533747379, 'DETERMINANTS': 0.087191451481596, 'LIGHT': 0.07202460314782717, 'BETA': 0.12734783817194706, 'IMMUNOLOGICAL': 0.07786150441965761, 'MOLECULAR': 0.055856832020929184, 'PARTIALLY': 0.0697531611852768, 'FRACTIONATED': 0.1685949170332252, 'CHAINS': 0.0842974585166126, 'ANALOGOUS': 0.09073341261356759, 'HEMAGGLUTINATION': 0.09073341261356759, 'ANTISERA': 0.087191451481596, 'PURIFICATION': 0.07467625528533774, 'CFCI': 0.2858993841479304, 'LIPOPROTEIN': 0.174382902963192, 'MICROGLOBULIN': 0.10173574881293179, 'FRAGMENTS': 0.0952997947159768}
